season,week,awayTeam,homeTeam,forecast,wind 
http://www.nflweather.com/en/week/2017/week-10/,http://www.nflweather.com/en/week/2017/week-10/,Seahawks,Cardinals,DOME,1m WSW
http://www.nflweather.com/en/week/2017/week-10/,http://www.nflweather.com/en/week/2017/week-10/,Packers,Bears,39f Light Rain,0m NNW
http://www.nflweather.com/en/week/2017/week-10/,http://www.nflweather.com/en/week/2017/week-10/,Browns,Lions,DOME,1m SSW
http://www.nflweather.com/en/week/2017/week-10/,http://www.nflweather.com/en/week/2017/week-10/,Steelers,Colts,DOME,0m NE
http://www.nflweather.com/en/week/2017/week-10/,http://www.nflweather.com/en/week/2017/week-10/,Chargers,Jaguars,75f Drizzle,5m NE
http://www.nflweather.com/en/week/2017/week-10/,http://www.nflweather.com/en/week/2017/week-10/,Saints,Bills,37f Mostly Cloudy,0m SSW
http://www.nflweather.com/en/week/2017/week-10/,http://www.nflweather.com/en/week/2017/week-10/,Jets,Buccaneers,76f Mostly Cloudy,6m ENE
http://www.nflweather.com/en/week/2017/week-10/,http://www.nflweather.com/en/week/2017/week-10/,Vikings,Redskins,43f Clear,1m SSW
http://www.nflweather.com/en/week/2017/week-10/,http://www.nflweather.com/en/week/2017/week-10/,Bengals,Titans,52f Mostly Cloudy,2m S
http://www.nflweather.com/en/week/2017/week-10/,http://www.nflweather.com/en/week/2017/week-10/,Texans,Rams,66f Clear,0m SW
http://www.nflweather.com/en/week/2017/week-10/,http://www.nflweather.com/en/week/2017/week-10/,Cowboys,Falcons,DOME,1m NE
http://www.nflweather.com/en/week/2017/week-10/,http://www.nflweather.com/en/week/2017/week-10/,Giants,49ers,63f Clear,0m N
http://www.nflweather.com/en/week/2017/week-10/,http://www.nflweather.com/en/week/2017/week-10/,Patriots,Broncos,48f Clear,0m WNW
http://www.nflweather.com/en/week/2017/week-10/,http://www.nflweather.com/en/week/2017/week-10/,Dolphins,Panthers,52f Clear,9m NNE
http://www.nflweather.com/en/week/2017/week-11/,http://www.nflweather.com/en/week/2017/week-11/,Titans,Steelers,37f Mostly Cloudy,2m W
http://www.nflweather.com/en/week/2017/week-11/,http://www.nflweather.com/en/week/2017/week-11/,Buccaneers,Dolphins,80f Clear,4m W
http://www.nflweather.com/en/week/2017/week-11/,http://www.nflweather.com/en/week/2017/week-11/,Jaguars,Browns,38f Light Rain,8m WNW
http://www.nflweather.com/en/week/2017/week-11/,http://www.nflweather.com/en/week/2017/week-11/,Ravens,Packers,26f Partly Cloudy,6m WNW
http://www.nflweather.com/en/week/2017/week-11/,http://www.nflweather.com/en/week/2017/week-11/,Cardinals,Texans,59f Clear,5m NNE
http://www.nflweather.com/en/week/2017/week-11/,http://www.nflweather.com/en/week/2017/week-11/,Rams,Vikings,DOME,3m SW
http://www.nflweather.com/en/week/2017/week-11/,http://www.nflweather.com/en/week/2017/week-11/,Lions,Bears,31f Partly Cloudy,6m WNW
http://www.nflweather.com/en/week/2017/week-11/,http://www.nflweather.com/en/week/2017/week-11/,Redskins,Saints,DOME,8m N
http://www.nflweather.com/en/week/2017/week-11/,http://www.nflweather.com/en/week/2017/week-11/,Chiefs,Giants,49f Mostly Cloudy,8m WNW
http://www.nflweather.com/en/week/2017/week-11/,http://www.nflweather.com/en/week/2017/week-11/,Bills,Chargers,72f Clear,1m WSW
http://www.nflweather.com/en/week/2017/week-11/,http://www.nflweather.com/en/week/2017/week-11/,Bengals,Broncos,59f Clear,0m WSW
http://www.nflweather.com/en/week/2017/week-11/,http://www.nflweather.com/en/week/2017/week-11/,Patriots,Raiders,64f Mostly Cloudy,3m NNW
http://www.nflweather.com/en/week/2017/week-11/,http://www.nflweather.com/en/week/2017/week-11/,Eagles,Cowboys,52f Clear,0m ESE
http://www.nflweather.com/en/week/2017/week-11/,http://www.nflweather.com/en/week/2017/week-11/,Falcons,Seahawks,46f Partly Cloudy,1m ENE
http://www.nflweather.com/en/week/2017/week-12/,http://www.nflweather.com/en/week/2017/week-12/,Vikings,Lions,DOME,7m SW
http://www.nflweather.com/en/week/2017/week-12/,http://www.nflweather.com/en/week/2017/week-12/,Chargers,Cowboys,67f Clear,1m S
http://www.nflweather.com/en/week/2017/week-12/,http://www.nflweather.com/en/week/2017/week-12/,Giants,Redskins,32f Clear,0m SSE
http://www.nflweather.com/en/week/2017/week-12/,http://www.nflweather.com/en/week/2017/week-12/,Bills,Chiefs,58f Clear,3m SSW
http://www.nflweather.com/en/week/2017/week-12/,http://www.nflweather.com/en/week/2017/week-12/,Titans,Colts,DOME,3m W
http://www.nflweather.com/en/week/2017/week-12/,http://www.nflweather.com/en/week/2017/week-12/,Browns,Bengals,46f Clear,2m WSW
http://www.nflweather.com/en/week/2017/week-12/,http://www.nflweather.com/en/week/2017/week-12/,Buccaneers,Falcons,DOME,4m NNW
http://www.nflweather.com/en/week/2017/week-12/,http://www.nflweather.com/en/week/2017/week-12/,Dolphins,Patriots,46f Partly Cloudy,4m WNW
http://www.nflweather.com/en/week/2017/week-12/,http://www.nflweather.com/en/week/2017/week-12/,Bears,Eagles,48f Clear,5m NW
http://www.nflweather.com/en/week/2017/week-12/,http://www.nflweather.com/en/week/2017/week-12/,Panthers,Jets,46f Clear,6m WNW
http://www.nflweather.com/en/week/2017/week-12/,http://www.nflweather.com/en/week/2017/week-12/,Seahawks,49ers,63f Partly Cloudy,4m SSE
http://www.nflweather.com/en/week/2017/week-12/,http://www.nflweather.com/en/week/2017/week-12/,Saints,Rams,67f Clear,2m SW
http://www.nflweather.com/en/week/2017/week-12/,http://www.nflweather.com/en/week/2017/week-12/,Jaguars,Cardinals,DOME,0m SSW
http://www.nflweather.com/en/week/2017/week-12/,http://www.nflweather.com/en/week/2017/week-12/,Broncos,Raiders,61f Partly Cloudy,6m S
http://www.nflweather.com/en/week/2017/week-12/,http://www.nflweather.com/en/week/2017/week-12/,Packers,Steelers,36f Clear,1m SW
http://www.nflweather.com/en/week/2017/week-12/,http://www.nflweather.com/en/week/2017/week-12/,Texans,Ravens,44f Clear,0m SE
http://www.nflweather.com/en/week/2017/week-13/,http://www.nflweather.com/en/week/2017/week-13/,Redskins,Cowboys,58f Clear,0m NNE
http://www.nflweather.com/en/week/2017/week-13/,http://www.nflweather.com/en/week/2017/week-13/,Vikings,Falcons,DOME,1m NNE
http://www.nflweather.com/en/week/2017/week-13/,http://www.nflweather.com/en/week/2017/week-13/,Texans,Titans,59f Clear,2m ESE
http://www.nflweather.com/en/week/2017/week-13/,http://www.nflweather.com/en/week/2017/week-13/,Chiefs,Jets,46f Mostly Cloudy,0m E
http://www.nflweather.com/en/week/2017/week-13/,http://www.nflweather.com/en/week/2017/week-13/,Broncos,Dolphins,80f Clear,5m ENE
http://www.nflweather.com/en/week/2017/week-13/,http://www.nflweather.com/en/week/2017/week-13/,Lions,Ravens,51f Clear,1m WSW
http://www.nflweather.com/en/week/2017/week-13/,http://www.nflweather.com/en/week/2017/week-13/,Patriots,Bills,46f Clear,2m SW
http://www.nflweather.com/en/week/2017/week-13/,http://www.nflweather.com/en/week/2017/week-13/,49ers,Bears,50f Clear,2m SSW
http://www.nflweather.com/en/week/2017/week-13/,http://www.nflweather.com/en/week/2017/week-13/,Buccaneers,Packers,41f Clear,1m S
http://www.nflweather.com/en/week/2017/week-13/,http://www.nflweather.com/en/week/2017/week-13/,Colts,Jaguars,67f Mostly Cloudy,2m NNE
http://www.nflweather.com/en/week/2017/week-13/,http://www.nflweather.com/en/week/2017/week-13/,Browns,Chargers,66f Clear,2m SSW
http://www.nflweather.com/en/week/2017/week-13/,http://www.nflweather.com/en/week/2017/week-13/,Panthers,Saints,DOME,3m NE
http://www.nflweather.com/en/week/2017/week-13/,http://www.nflweather.com/en/week/2017/week-13/,Giants,Raiders,55f Clear,3m NW
http://www.nflweather.com/en/week/2017/week-13/,http://www.nflweather.com/en/week/2017/week-13/,Rams,Cardinals,DOME,3m SSE
http://www.nflweather.com/en/week/2017/week-13/,http://www.nflweather.com/en/week/2017/week-13/,Eagles,Seahawks,42f Mostly Cloudy,0m N
http://www.nflweather.com/en/week/2017/week-13/,http://www.nflweather.com/en/week/2017/week-13/,Steelers,Bengals,60f Partly Cloudy,3m SSE
http://www.nflweather.com/en/week/2017/week-14/,http://www.nflweather.com/en/week/2017/week-14/,Saints,Falcons,DOME,1m WNW
http://www.nflweather.com/en/week/2017/week-14/,http://www.nflweather.com/en/week/2017/week-14/,Colts,Bills,26f Flurries,4m W
http://www.nflweather.com/en/week/2017/week-14/,http://www.nflweather.com/en/week/2017/week-14/,Lions,Buccaneers,53f Clear,4m N
http://www.nflweather.com/en/week/2017/week-14/,http://www.nflweather.com/en/week/2017/week-14/,Raiders,Chiefs,47f Clear,5m NW
http://www.nflweather.com/en/week/2017/week-14/,http://www.nflweather.com/en/week/2017/week-14/,Seahawks,Jaguars,46f Clear,2m NW
http://www.nflweather.com/en/week/2017/week-14/,http://www.nflweather.com/en/week/2017/week-14/,49ers,Texans,57f Clear,0m SE
http://www.nflweather.com/en/week/2017/week-14/,http://www.nflweather.com/en/week/2017/week-14/,Packers,Browns,28f Mostly Cloudy,9m WSW
http://www.nflweather.com/en/week/2017/week-14/,http://www.nflweather.com/en/week/2017/week-14/,Bears,Bengals,30f Mostly Cloudy,4m SSW
http://www.nflweather.com/en/week/2017/week-14/,http://www.nflweather.com/en/week/2017/week-14/,Vikings,Panthers,39f Clear,2m W
http://www.nflweather.com/en/week/2017/week-14/,http://www.nflweather.com/en/week/2017/week-14/,Redskins,Chargers,79f Clear,2m NNE
http://www.nflweather.com/en/week/2017/week-14/,http://www.nflweather.com/en/week/2017/week-14/,Jets,Broncos,58f Clear,0m SSW
http://www.nflweather.com/en/week/2017/week-14/,http://www.nflweather.com/en/week/2017/week-14/,Titans,Cardinals,DOME,4m ENE
http://www.nflweather.com/en/week/2017/week-14/,http://www.nflweather.com/en/week/2017/week-14/,Cowboys,Giants,37f Drizzle,5m WSW
http://www.nflweather.com/en/week/2017/week-14/,http://www.nflweather.com/en/week/2017/week-14/,Eagles,Rams,79f Clear,1m NNE
http://www.nflweather.com/en/week/2017/week-14/,http://www.nflweather.com/en/week/2017/week-14/,Ravens,Steelers,30f Mostly Cloudy,3m SW
http://www.nflweather.com/en/week/2017/week-14/,http://www.nflweather.com/en/week/2017/week-14/,Patriots,Dolphins,56f Clear,3m NW
http://www.nflweather.com/en/week/2017/week-15/,http://www.nflweather.com/en/week/2017/week-15/,Broncos,Colts,DOME,0m SSE
http://www.nflweather.com/en/week/2017/week-15/,http://www.nflweather.com/en/week/2017/week-15/,Bears,Lions,DOME,5m NE
http://www.nflweather.com/en/week/2017/week-15/,http://www.nflweather.com/en/week/2017/week-15/,Chargers,Chiefs,50f Clear,2m S
http://www.nflweather.com/en/week/2017/week-15/,http://www.nflweather.com/en/week/2017/week-15/,Texans,Jaguars,68f Clear,2m ESE
http://www.nflweather.com/en/week/2017/week-15/,http://www.nflweather.com/en/week/2017/week-15/,Ravens,Browns,34f Clear,1m ESE
http://www.nflweather.com/en/week/2017/week-15/,http://www.nflweather.com/en/week/2017/week-15/,Packers,Panthers,48f Partly Cloudy,1m WSW
http://www.nflweather.com/en/week/2017/week-15/,http://www.nflweather.com/en/week/2017/week-15/,Dolphins,Bills,25f Overcast,0m NE
http://www.nflweather.com/en/week/2017/week-15/,http://www.nflweather.com/en/week/2017/week-15/,Bengals,Vikings,DOME,0m ESE
http://www.nflweather.com/en/week/2017/week-15/,http://www.nflweather.com/en/week/2017/week-15/,Cardinals,Redskins,47f Clear,0m SSW
http://www.nflweather.com/en/week/2017/week-15/,http://www.nflweather.com/en/week/2017/week-15/,Eagles,Giants,34f Overcast,0m N
http://www.nflweather.com/en/week/2017/week-15/,http://www.nflweather.com/en/week/2017/week-15/,Jets,Saints,DOME,1m WSW
http://www.nflweather.com/en/week/2017/week-15/,http://www.nflweather.com/en/week/2017/week-15/,Rams,Seahawks,46f Mostly Cloudy,5m S
http://www.nflweather.com/en/week/2017/week-15/,http://www.nflweather.com/en/week/2017/week-15/,Titans,49ers,60f Clear,2m N
http://www.nflweather.com/en/week/2017/week-15/,http://www.nflweather.com/en/week/2017/week-15/,Patriots,Steelers,40f Rain,0m S
http://www.nflweather.com/en/week/2017/week-15/,http://www.nflweather.com/en/week/2017/week-15/,Cowboys,Raiders,59f Clear,0m N
http://www.nflweather.com/en/week/2017/week-15/,http://www.nflweather.com/en/week/2017/week-15/,Falcons,Buccaneers,70f Clear,1m NNW
http://www.nflweather.com/en/week/2017/week-16/,http://www.nflweather.com/en/week/2017/week-16/,Colts,Ravens,61f Drizzle,5m SSW
http://www.nflweather.com/en/week/2017/week-16/,http://www.nflweather.com/en/week/2017/week-16/,Vikings,Packers,9f Clear,1m SW
http://www.nflweather.com/en/week/2017/week-16/,http://www.nflweather.com/en/week/2017/week-16/,Lions,Bengals,35f Mostly Cloudy,2m SSE
http://www.nflweather.com/en/week/2017/week-16/,http://www.nflweather.com/en/week/2017/week-16/,Dolphins,Chiefs,22f Mostly Cloudy,5m NW
http://www.nflweather.com/en/week/2017/week-16/,http://www.nflweather.com/en/week/2017/week-16/,Bills,Patriots,34f Clear,1m N
http://www.nflweather.com/en/week/2017/week-16/,http://www.nflweather.com/en/week/2017/week-16/,Browns,Bears,21f Light Snow,0m NW
http://www.nflweather.com/en/week/2017/week-16/,http://www.nflweather.com/en/week/2017/week-16/,Buccaneers,Panthers,53f Mostly Cloudy,1m ENE
http://www.nflweather.com/en/week/2017/week-16/,http://www.nflweather.com/en/week/2017/week-16/,Falcons,Saints,DOME,1m WNW
http://www.nflweather.com/en/week/2017/week-16/,http://www.nflweather.com/en/week/2017/week-16/,Broncos,Redskins,41f Partly Cloudy,2m NE
http://www.nflweather.com/en/week/2017/week-16/,http://www.nflweather.com/en/week/2017/week-16/,Rams,Titans,41f Mostly Cloudy,2m WSW
http://www.nflweather.com/en/week/2017/week-16/,http://www.nflweather.com/en/week/2017/week-16/,Chargers,Jets,38f Clear,3m NE
http://www.nflweather.com/en/week/2017/week-16/,http://www.nflweather.com/en/week/2017/week-16/,Jaguars,49ers,52f Partly Cloudy,0m SSE
http://www.nflweather.com/en/week/2017/week-16/,http://www.nflweather.com/en/week/2017/week-16/,Seahawks,Cowboys,43f Partly Cloudy,6m N
http://www.nflweather.com/en/week/2017/week-16/,http://www.nflweather.com/en/week/2017/week-16/,Giants,Cardinals,DOME,0m S
http://www.nflweather.com/en/week/2017/week-16/,http://www.nflweather.com/en/week/2017/week-16/,Steelers,Texans,51f Mostly Cloudy,4m ESE
http://www.nflweather.com/en/week/2017/week-16/,http://www.nflweather.com/en/week/2017/week-16/,Raiders,Eagles,28f Clear,5m W
http://www.nflweather.com/en/week/2017/week-17/,http://www.nflweather.com/en/week/2017/week-17/,Browns,Steelers,9f Mostly Cloudy,0m WSW
http://www.nflweather.com/en/week/2017/week-17/,http://www.nflweather.com/en/week/2017/week-17/,Packers,Lions,DOME,5m NNW
http://www.nflweather.com/en/week/2017/week-17/,http://www.nflweather.com/en/week/2017/week-17/,Texans,Colts,DOME,3m NNW
http://www.nflweather.com/en/week/2017/week-17/,http://www.nflweather.com/en/week/2017/week-17/,Bears,Vikings,DOME,4m NW
http://www.nflweather.com/en/week/2017/week-17/,http://www.nflweather.com/en/week/2017/week-17/,Jets,Patriots,11f Clear,5m NW
http://www.nflweather.com/en/week/2017/week-17/,http://www.nflweather.com/en/week/2017/week-17/,Redskins,Giants,15f Clear,6m NW
http://www.nflweather.com/en/week/2017/week-17/,http://www.nflweather.com/en/week/2017/week-17/,Cowboys,Eagles,15f Partly Cloudy,4m NNW
http://www.nflweather.com/en/week/2017/week-17/,http://www.nflweather.com/en/week/2017/week-17/,Panthers,Falcons,DOME,3m NW
http://www.nflweather.com/en/week/2017/week-17/,http://www.nflweather.com/en/week/2017/week-17/,Bengals,Ravens,18f Mostly Cloudy,5m NNW
http://www.nflweather.com/en/week/2017/week-17/,http://www.nflweather.com/en/week/2017/week-17/,Jaguars,Titans,22f Mostly Cloudy,7m NNW
http://www.nflweather.com/en/week/2017/week-17/,http://www.nflweather.com/en/week/2017/week-17/,Saints,Buccaneers,69f Clear,1m SSE
http://www.nflweather.com/en/week/2017/week-17/,http://www.nflweather.com/en/week/2017/week-17/,Bills,Dolphins,71f Clear,4m NE
http://www.nflweather.com/en/week/2017/week-17/,http://www.nflweather.com/en/week/2017/week-17/,Raiders,Chargers,62f Clear,0m SSW
http://www.nflweather.com/en/week/2017/week-17/,http://www.nflweather.com/en/week/2017/week-17/,Chiefs,Broncos,16f Mostly Cloudy,3m NNE
http://www.nflweather.com/en/week/2017/week-17/,http://www.nflweather.com/en/week/2017/week-17/,49ers,Rams,63f Clear,0m SSW
http://www.nflweather.com/en/week/2017/week-17/,http://www.nflweather.com/en/week/2017/week-17/,Cardinals,Seahawks,39f Clear,3m N
http://www.nflweather.com/en/week/2017/wildcard-weekend/,http://www.nflweather.com/en/week/2017/wildcard-weekend/,Titans,Chiefs,29f Clear,4m ESE
http://www.nflweather.com/en/week/2017/wildcard-weekend/,http://www.nflweather.com/en/week/2017/wildcard-weekend/,Falcons,Rams,65f Partly Cloudy,2m SW
http://www.nflweather.com/en/week/2017/wildcard-weekend/,http://www.nflweather.com/en/week/2017/wildcard-weekend/,Bills,Jaguars,52f Clear,7m NE
http://www.nflweather.com/en/week/2017/wildcard-weekend/,http://www.nflweather.com/en/week/2017/wildcard-weekend/,Panthers,Saints,DOME,6m SE
http://www.nflweather.com/en/week/2017/divisional-playoffs/,http://www.nflweather.com/en/week/2017/divisional-playoffs/,Falcons,Eagles,31f Clear,8m NNW
http://www.nflweather.com/en/week/2017/divisional-playoffs/,http://www.nflweather.com/en/week/2017/divisional-playoffs/,Titans,Patriots,26f Clear,9m NW
http://www.nflweather.com/en/week/2017/divisional-playoffs/,http://www.nflweather.com/en/week/2017/divisional-playoffs/,Jaguars,Steelers,15f Partly Cloudy,1m ESE
http://www.nflweather.com/en/week/2017/divisional-playoffs/,http://www.nflweather.com/en/week/2017/divisional-playoffs/,Saints,Vikings,DOME,6m SSE
http://www.nflweather.com/en/week/2017/conf-championships/,http://www.nflweather.com/en/week/2017/conf-championships/,Jaguars,Patriots,48f Clear,2m W
http://www.nflweather.com/en/week/2017/conf-championships/,http://www.nflweather.com/en/week/2017/conf-championships/,Vikings,Eagles,46f Partly Cloudy,1m SSW
http://www.nflweather.com/en/week/2017/superbowl/,http://www.nflweather.com/en/week/2017/superbowl/,Eagles,Patriots,DOME,7m W
http://www.nflweather.com/en/week/2018/week-1/,http://www.nflweather.com/en/week/2018/week-1/,Falcons,Eagles,81f Rain,2m NW
http://www.nflweather.com/en/week/2018/week-1/,http://www.nflweather.com/en/week/2018/week-1/,Bills,Ravens,62f Light Rain,11m ENE
http://www.nflweather.com/en/week/2018/week-1/,http://www.nflweather.com/en/week/2018/week-1/,Jaguars,Giants,58f Light Rain,4m NE
http://www.nflweather.com/en/week/2018/week-1/,http://www.nflweather.com/en/week/2018/week-1/,Buccaneers,Saints,DOME,1m WSW
http://www.nflweather.com/en/week/2018/week-1/,http://www.nflweather.com/en/week/2018/week-1/,Texans,Patriots,62f Mostly Cloudy,6m ENE
http://www.nflweather.com/en/week/2018/week-1/,http://www.nflweather.com/en/week/2018/week-1/,49ers,Vikings,DOME,9m SSE
http://www.nflweather.com/en/week/2018/week-1/,http://www.nflweather.com/en/week/2018/week-1/,Titans,Dolphins,88f Rain,4m SW
http://www.nflweather.com/en/week/2018/week-1/,http://www.nflweather.com/en/week/2018/week-1/,Bengals,Colts,DOME,9m NE
http://www.nflweather.com/en/week/2018/week-1/,http://www.nflweather.com/en/week/2018/week-1/,Steelers,Browns,59f Light Rain,4m ENE
http://www.nflweather.com/en/week/2018/week-1/,http://www.nflweather.com/en/week/2018/week-1/,Chiefs,Chargers,85f Clear,5m SSW
http://www.nflweather.com/en/week/2018/week-1/,http://www.nflweather.com/en/week/2018/week-1/,Seahawks,Broncos,85f Clear,3m NE
http://www.nflweather.com/en/week/2018/week-1/,http://www.nflweather.com/en/week/2018/week-1/,Cowboys,Panthers,83f Drizzle,6m NE
http://www.nflweather.com/en/week/2018/week-1/,http://www.nflweather.com/en/week/2018/week-1/,Redskins,Cardinals,DOME,3m WSW
http://www.nflweather.com/en/week/2018/week-1/,http://www.nflweather.com/en/week/2018/week-1/,Bears,Packers,60f Clear,4m NE
http://www.nflweather.com/en/week/2018/week-1/,http://www.nflweather.com/en/week/2018/week-1/,Jets,Lions,DOME,7m N
http://www.nflweather.com/en/week/2018/week-1/,http://www.nflweather.com/en/week/2018/week-1/,Rams,Raiders,71f Clear,5m WSW
http://www.nflweather.com/en/week/2018/week-2/,http://www.nflweather.com/en/week/2018/week-2/,Ravens,Bengals,75f Clear,0m NNW
http://www.nflweather.com/en/week/2018/week-2/,http://www.nflweather.com/en/week/2018/week-2/,Panthers,Falcons,DOME,5m NW
http://www.nflweather.com/en/week/2018/week-2/,http://www.nflweather.com/en/week/2018/week-2/,Colts,Redskins,73f Mostly Cloudy,5m ENE
http://www.nflweather.com/en/week/2018/week-2/,http://www.nflweather.com/en/week/2018/week-2/,Texans,Titans,81f Partly Cloudy,7m NNE
http://www.nflweather.com/en/week/2018/week-2/,http://www.nflweather.com/en/week/2018/week-2/,Eagles,Buccaneers,89f Humid and Partly Cloudy,8m SW
http://www.nflweather.com/en/week/2018/week-2/,http://www.nflweather.com/en/week/2018/week-2/,Chiefs,Steelers,79f Mostly Cloudy,7m ESE
http://www.nflweather.com/en/week/2018/week-2/,http://www.nflweather.com/en/week/2018/week-2/,Dolphins,Jets,82f Clear,3m SE
http://www.nflweather.com/en/week/2018/week-2/,http://www.nflweather.com/en/week/2018/week-2/,Chargers,Bills,79f Clear,7m S
http://www.nflweather.com/en/week/2018/week-2/,http://www.nflweather.com/en/week/2018/week-2/,Vikings,Packers,78f Partly Cloudy,5m SSE
http://www.nflweather.com/en/week/2018/week-2/,http://www.nflweather.com/en/week/2018/week-2/,Browns,Saints,DOME,1m NW
http://www.nflweather.com/en/week/2018/week-2/,http://www.nflweather.com/en/week/2018/week-2/,Lions,49ers,72f Clear,5m NW
http://www.nflweather.com/en/week/2018/week-2/,http://www.nflweather.com/en/week/2018/week-2/,Cardinals,Rams,85f Clear,4m SSW
http://www.nflweather.com/en/week/2018/week-2/,http://www.nflweather.com/en/week/2018/week-2/,Patriots,Jaguars,93f Drizzle,7m SW
http://www.nflweather.com/en/week/2018/week-2/,http://www.nflweather.com/en/week/2018/week-2/,Raiders,Broncos,90f Clear,3m ESE
http://www.nflweather.com/en/week/2018/week-2/,http://www.nflweather.com/en/week/2018/week-2/,Giants,Cowboys,87f Partly Cloudy,2m E
http://www.nflweather.com/en/week/2018/week-2/,http://www.nflweather.com/en/week/2018/week-2/,Seahawks,Bears,80f Clear,2m E
http://www.nflweather.com/en/week/2018/week-3/,http://www.nflweather.com/en/week/2018/week-3/,Jets,Browns,78f Humid,3m SSE
http://www.nflweather.com/en/week/2018/week-3/,http://www.nflweather.com/en/week/2018/week-3/,Saints,Falcons,DOME,3m SE
http://www.nflweather.com/en/week/2018/week-3/,http://www.nflweather.com/en/week/2018/week-3/,Packers,Redskins,63f Light Rain,4m ENE
http://www.nflweather.com/en/week/2018/week-3/,http://www.nflweather.com/en/week/2018/week-3/,Colts,Eagles,61f Rain,3m NE
http://www.nflweather.com/en/week/2018/week-3/,http://www.nflweather.com/en/week/2018/week-3/,Bills,Vikings,DOME,6m SSE
http://www.nflweather.com/en/week/2018/week-3/,http://www.nflweather.com/en/week/2018/week-3/,Raiders,Dolphins,88f Humid and Partly Cloudy,6m ESE
http://www.nflweather.com/en/week/2018/week-3/,http://www.nflweather.com/en/week/2018/week-3/,Broncos,Ravens,62f Light Rain,4m ENE
http://www.nflweather.com/en/week/2018/week-3/,http://www.nflweather.com/en/week/2018/week-3/,Bengals,Panthers,81f Mostly Cloudy,1m ESE
http://www.nflweather.com/en/week/2018/week-3/,http://www.nflweather.com/en/week/2018/week-3/,Giants,Texans,79f Mostly Cloudy,7m WSW
http://www.nflweather.com/en/week/2018/week-3/,http://www.nflweather.com/en/week/2018/week-3/,Titans,Jaguars,87f Mostly Cloudy,5m ESE
http://www.nflweather.com/en/week/2018/week-3/,http://www.nflweather.com/en/week/2018/week-3/,49ers,Chiefs,72f Clear,4m ESE
http://www.nflweather.com/en/week/2018/week-3/,http://www.nflweather.com/en/week/2018/week-3/,Chargers,Rams,79f Clear,4m SW
http://www.nflweather.com/en/week/2018/week-3/,http://www.nflweather.com/en/week/2018/week-3/,Cowboys,Seahawks,62f Partly Cloudy,1m S
http://www.nflweather.com/en/week/2018/week-3/,http://www.nflweather.com/en/week/2018/week-3/,Bears,Cardinals,DOME,4m SE
http://www.nflweather.com/en/week/2018/week-3/,http://www.nflweather.com/en/week/2018/week-3/,Patriots,Lions,DOME,5m ENE
http://www.nflweather.com/en/week/2018/week-3/,http://www.nflweather.com/en/week/2018/week-3/,Steelers,Buccaneers,77f Humid and Mostly Cloudy,3m N
http://www.nflweather.com/en/week/2018/week-4/,http://www.nflweather.com/en/week/2018/week-4/,Vikings,Rams,83f Clear,3m WSW
http://www.nflweather.com/en/week/2018/week-4/,http://www.nflweather.com/en/week/2018/week-4/,Jets,Jaguars,86f Humid and Mostly Cloudy,10m ENE
http://www.nflweather.com/en/week/2018/week-4/,http://www.nflweather.com/en/week/2018/week-4/,Dolphins,Patriots,66f Clear,3m W
http://www.nflweather.com/en/week/2018/week-4/,http://www.nflweather.com/en/week/2018/week-4/,Eagles,Titans,80f Clear,0m N
http://www.nflweather.com/en/week/2018/week-4/,http://www.nflweather.com/en/week/2018/week-4/,Texans,Colts,DOME,7m SSW
http://www.nflweather.com/en/week/2018/week-4/,http://www.nflweather.com/en/week/2018/week-4/,Bills,Packers,48f Overcast,4m ENE
http://www.nflweather.com/en/week/2018/week-4/,http://www.nflweather.com/en/week/2018/week-4/,Lions,Cowboys,79f Mostly Cloudy,6m SE
http://www.nflweather.com/en/week/2018/week-4/,http://www.nflweather.com/en/week/2018/week-4/,Buccaneers,Bears,64f Overcast,1m NW
http://www.nflweather.com/en/week/2018/week-4/,http://www.nflweather.com/en/week/2018/week-4/,Bengals,Falcons,DOME,4m E
http://www.nflweather.com/en/week/2018/week-4/,http://www.nflweather.com/en/week/2018/week-4/,Seahawks,Cardinals,DOME,4m SW
http://www.nflweather.com/en/week/2018/week-4/,http://www.nflweather.com/en/week/2018/week-4/,Browns,Raiders,71f Clear,2m WNW
http://www.nflweather.com/en/week/2018/week-4/,http://www.nflweather.com/en/week/2018/week-4/,Saints,Giants,69f Partly Cloudy,4m S
http://www.nflweather.com/en/week/2018/week-4/,http://www.nflweather.com/en/week/2018/week-4/,49ers,Chargers,82f Partly Cloudy,4m SW
http://www.nflweather.com/en/week/2018/week-4/,http://www.nflweather.com/en/week/2018/week-4/,Ravens,Steelers,66f Clear,0m N
http://www.nflweather.com/en/week/2018/week-4/,http://www.nflweather.com/en/week/2018/week-4/,Chiefs,Broncos,65f Mostly Cloudy,2m N
http://www.nflweather.com/en/week/2018/week-5/,http://www.nflweather.com/en/week/2018/week-5/,Colts,Patriots,66f Mostly Cloudy,3m SW
http://www.nflweather.com/en/week/2018/week-5/,http://www.nflweather.com/en/week/2018/week-5/,Titans,Bills,65f Overcast,3m ENE
http://www.nflweather.com/en/week/2018/week-5/,http://www.nflweather.com/en/week/2018/week-5/,Falcons,Steelers,82f Partly Cloudy,6m SSW
http://www.nflweather.com/en/week/2018/week-5/,http://www.nflweather.com/en/week/2018/week-5/,Broncos,Jets,75f Overcast,4m WSW
